1-ORF,2-Gene Name,3-Description,4-Localization,5-Cell morphology,6-Mitochondria morphology,7-YPD,8-SD,9-YPG,10-KO*,11-Short-Categorical result,12-Long-Categorical result,13-Short-% decrease with IAA,14-Long-% decrease with IAA,15-Short-0min-signal,16-Short-0min-StD,17-Short-0min-n,18-Short-30min-signal,19-Short-30min-StD,20-Short-30min-n,21-Long-0h-signal,22-Long-0h-StD,23-Long-0h-n,24-Long-24h-signal,25-Long-24h-StD,26-Long-24h-n,27-Mito Signal,28-Mito StD,29-Mito n,
YLR024C,UBR2,Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex,cytoplasm,Normal,Normal,1.113,1.023,1.017,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,148,8,2564,139,8,2329,193,12,2883,182,15,1137,134,17,1117,

YHR090C,YNG2,"Subunit of NuA4, an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5",nucleus,Normal,Normal,1.093,1.021,1.042,N/A,Responsive,Responsive,19,11,150,9,2537,140,7,1823,190,15,2418,168,16,940,140,22,941,

YFR006W,YFR006W,Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene,cytoplasm,Normal,Normal,1.191,1.045,1.015,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,158,10,3277,143,7,2088,198,15,3644,175,14,1362,135,16,1358,

YHR164C,DNA2,"ATP-dependent 5'-flap endonuclease and DNA helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; cell cycle-dependent localization to telomeric chromatin and replicating chromosomes; required for telomerase-dependent telomere synthesis; stability, localization and nuclease activity regulated by sumoylation; forms nuclear foci upon replication stress; human homolog DNA2 complements yeast dna2 mutant",nucleus,Synchronized abnormal,Abnormal,0.118,0.289,0.087,inviable ,No Fluorescence detected,Responsive,Not calculated,Not calculated,151,7,3497,138,7,1669,189,12,3643,172,17,562,147,30,565,

YPL070W,MUK1,"Guanine nucleotide exchange factor (GEF); involved in vesicle-mediated vacuolar transport, including Golgi-endosome trafficking and sorting through the multivesicular body (MVB); specifically stimulates the intrinsic guanine nucleotide exchange activity of Rab family members (Vps21p/Ypt52p/Ypt53p); partially redundant with GEF VPS9; required for localization of the CORVET complex to endosomes; contains a VPS9 domain",cytoplasm,Normal,Normal,1.194,1.062,1.133,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,151,7,3125,136,6,2215,189,12,3185,174,15,1268,144,21,1266,

YDL227C,HO,"Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p, and Ash1p",nucleus,Normal,Normal,1.273,1.038,1.302,viable ,No aparent change,Partially responsive,Not calculated,12,148,9,3141,135,7,3215,194,14,2488,170,15,738,147,21,741,

YBR140C,IRA1,"GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency, defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog, IRA2, that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis",cytoplasm,Normal,Normal,1.167,0.969,0.89,inviable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,7,2745,132,7,2872,231,16,2025,206,19,794,116,5,785,

YMR119W,ASI1,"Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids",nuclear periphery,Normal,Normal,0.991,1.012,1.272,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,147,7,3210,136,7,2141,220,15,2180,190,17,915,122,8,917,

YDL223C,HBT1,"Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication",cytoplasm,Normal,Normal,0.882,1.026,1.39,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,3205,136,6,2843,219,16,1642,208,16,1031,118,6,1034,

YLR051C,FCF2,Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene,nucleolus,Abnormal,Cell morphology,0,0.088,0,inviable ,Responsive,Responsive,24,Not calculated,151,9,2544,139,5,3516,252,35,1339,204,20,223,120,13,226,

YOR232W,MGE1,"Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress",cytoplasm,Normal,Normal,1.136,1.052,1.181,inviable ,No aparent change,No aparent change,Not calculated,Not calculated,191,28,3341,192,33,1924,337,61,1943,287,68,956,115,5,952,

YDL208W,NHP2,"Protein related to mammalian high mobility group (HMG) proteins; nuclear protein; essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing",nucleolus,Normal,Abnormal,0.429,0.681,0.857,inviable ,Responsive,Responsive,59,Not calculated,223,53,3398,151,13,2504,414,140,286,204,13,821,116,5,840,

YIL116W,HIS5,"Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts",cytoplasm,Normal,Normal,1.159,0.984,1.177,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,149,7,2697,140,6,3242,227,16,829,189,16,462,124,10,474,

YPL157W,TGS1,"Trimethyl guanosine synthase, conserved nucleolar methyl transferase; converts the m(7)G cap structure of snRNAs, snoRNAs, and telomerase TLC1 RNA to m(2,2,7)G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs; interacts with Swm2p, which may confer substrate specificity on Tgs1p",nucleolus,Normal,Normal,1.136,0.865,1.146,viable ,Responsive,Responsive,14,16,145,6,2464,138,7,2886,220,16,1423,184,16,372,129,12,371,

YMR131C,RRB1,"Specific assembly chaperone for ribosomal protein Rpl3p; co-translationally associates with nascent Rpl3p, preventing aggregation, and facilitating nuclear import; required for biogenesis of preribosomal particles; essential gene; contains five WD-repeat motifs","nucleolus,nucleus",Normal,Normal,1.066,0.772,1.294,inviable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,8,2327,138,8,2864,231,20,1854,195,21,550,119,8,551,

YOR302W,YOR302W,"CPA1 uORF; Arginine attenuator peptide, regulates translation of the CPA1 mRNA","cytoplasm,nucleus",Normal,Normal,1.115,0.564,0.99,competitive fitness  decreased ,No Fluorescence detected,Responsive,Not calculated,12,149,8,2800,139,6,2735,229,23,1672,203,17,603,123,8,605,

YMR042W,ARG80,Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p,nucleus,Normal,Normal,1.139,0.762,0.976,viable ,Responsive,Responsive,14,15,147,6,2974,141,7,2781,221,16,1577,188,18,508,129,14,521,

YOR122C,PFY1,"Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA replication stress; highly conserved protein; human PFN1 (profilin 1) complements temperature sensitive pfy1 mutants, PFN1 mutations are a rare cause of ALS","cytoplasm,nucleus",Abnormal,Abnormal,0.456,0.514,0.914,inviable ,Responsive,Responsive,71,Not calculated,265,75,700,148,17,929,391,121,636,213,30,122,133,45,123,

YDL051W,LHP1,RNA binding protein required for maturation of tRNA and U6 snRNA; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen,nucleus,Normal,Normal,1.214,0.85,1.007,viable ,Responsive,Responsive,29,38,157,13,2690,141,7,2903,253,32,2265,196,20,511,127,10,505,

YLL009C,COX17,"Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs; interacts with the MICOS complex, and interaction is promoted by copper ions; human homolog COX17 partially complements yeast null mutant","cytoplasm,nucleus",Normal,Abnormal,1.028,0.755,N/A,viable ,Responsive,Responsive,38,58,162,13,3095,138,6,2985,251,33,1431,181,17,803,118,8,794,

YOR259C,RPT4,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization,nucleus,Abnormal,Cell morphology,1.126,0.827,0.995,inviable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,8,1217,136,8,1645,226,15,827,181,18,281,129,19,281,

YGL091C,NBP35,Essential cytoplasmic iron-sulfur cluster binding protein; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases,"cytoplasm,nucleus",Normal,Normal,1.173,0.819,1.207,inviable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,2606,138,6,3185,214,19,1235,184,17,622,127,15,618,

YIL036W,CST6,"Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog, ACA1, that arose from the whole genome duplication",nucleus,Normal,Normal,1.002,0.821,0.234,viable ,Responsive,Responsive,18,Not calculated,149,8,2808,140,7,2590,227,17,1755,192,21,617,126,11,606,

YGR044C,RME1,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress,"cytoplasm,nucleus",Normal,Normal,1.151,0.866,1.019,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,150,7,3058,143,6,2230,231,15,1719,190,19,568,124,10,555,

YGL073W,HSF1,Trimeric heat shock transcription factor; forms condensate with Mediator and RNA Pol II upon heat shock; activates multiple genes in response to diverse stresses and transient intracellular acidification; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status through RQC (Ribosomal Quality Control)-mediated translation-stress signal; human homolog HSF1 with linker region mutations can complement yeast hsf1 mutant,nucleus,Abnormal,Abnormal,0,0,0,inviable ,Responsive,Responsive,18,Not calculated,150,9,2231,141,8,2926,241,18,1627,183,34,104,148,69,105,

YOR162C,YRR1,"Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes; YRR1 has a paralog, PDR8, that arose from the whole genome duplication","cytoplasm,nucleus",Normal,Normal,0.884,0.786,0.854,viable ,No Fluorescence detected,Responsive,Not calculated,13,148,7,2924,140,7,2602,215,13,2511,186,14,677,129,14,678,

YBR236C,ABD1,Methyltransferase; catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA; nuclear protein that relocalizes to the cytosol in response to hypoxia,nucleus,Normal,Cell morphology,1.194,0.39,0.814,inviable ,Unexpected signal,Responsive,Not calculated,Not calculated,162,31,15,154,23,43,225,14,2068,197,17,1132,124,9,1119,

YAR035C-A,YAR035C-A,"Putative protein of unknown function; emerging ORF that arose de novo from non-genic locus; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; localizes to mitochondria",N/A,Normal,Normal,0.563,1.237,1.258,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,133,5,2264,129,6,3496,208,12,2783,183,17,676,125,10,673,

YPL253C,VIK1,"Protein that forms a kinesin-14 heterodimeric motor with Kar3p; localizes Kar3p at mitotic spindle poles; has a structure similar to a kinesin motor domain but lacks an ATP-binding site and is catalytically inactive; binds microtubules; required for sister chromatid cohesion; VIK1 has a paralog, CIK1, that arose from the whole genome duplication",0,Normal,Abnormal,0.658,1.174,1.288,viable ,Responsive,Responsive,22,19,135,6,2766,127,5,3463,219,14,2050,178,16,370,128,13,359,

YAR050W,FLO1,"Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication",0,Normal,Normal,1.115,1.197,1.215,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,3372,136,6,2309,224,14,2323,207,17,938,119,6,952,

YDR378C,LSM6,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",0,Normal,Normal,1.05,1.046,1.157,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,3112,141,7,2323,227,15,2380,200,17,851,118,7,870,
